school_id,year,short_name,school_type,primary_category,address,city,state,zip,phone,website,progress_report_year,student_growth_rating,student_attainment_rating,growth_reading_grades_tested_pct_es,growth_math_grades_tested_pct_es,attainment_reading_pct_es,attainment_math_pct_es,culture_climate_rating,school_survey_involved_families,school_survey_supportive_environment,school_survey_ambitious_instruction,school_survey_effective_leaders,school_survey_collaborative_teachers,school_survey_safety,suspensions_per_100_students_avg_pct,student_attendance_avg_pct,mobility_rate_pct,one_year_dropout_rate_year_1_pct,freshmen_on_track_school_pct_year_1,college_enrollment_school_pct_year_1,college_persistence_school_pct_year_2,teacher_attendance_avg_pct,school_latitude,school_longitude
610060,2015-16,JACKSON A,Magnet,ES,1340 W HARRISON ST,Chicago,Illinois,60607,7735347000, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,93,78,99,99,MODERATELY ORGANIZED,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,3.8,95.1,3.5,7.9,NULL,NULL,NULL,95,41.8743,-87.660985
610060,2016-17,JACKSON A,Magnet,ES,1340 W HARRISON ST,Chicago,Illinois,60607,7735347000,http://www.andrewjackson.cps.edu,2016,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,93,70,98,94,MODERATELY ORGANIZED,VERY STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,3.5,NULL,NULL,NULL,NULL,95,41.8743,-87.660985
610060,2017-18,JACKSON A,Magnet,ES, , , , ,7735347000,http://www.andrewjackson.cps.edu,2017,AVERAGE,FAR ABOVE AVERAGE,52,58,96,91,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,5.8,92.8,1.1,NULL,NULL,NULL,NULL,90.1, , 
610060,2018-19,JACKSON A,Magnet,ES,1340 W HARRISON ST,Chicago,Illinois,60607,7735347000,http://www.andrewjackson.cps.edu,2018,AVERAGE,FAR ABOVE AVERAGE,54,61,93,87,NOT YET ORGANIZED,NEUTRAL,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,0.2,93.3,1.1,NULL,NULL,NULL,NULL,96,41.8743,-87.660985
610062,2015-16,MCCLELLAN,Neighborhood,ES,3527 S WALLACE ST,Chicago,Illinois,60609,7735351732, ,2015,FAR ABOVE AVERAGE,ABOVE AVERAGE,80,98,69,86,WELL ORGANIZED,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,3.8,95.1,19.5,7.9,NULL,NULL,NULL,95,41.829993,-87.641103
610062,2016-17,MCCLELLAN,Neighborhood,ES,3527 S WALLACE ST,Chicago,Illinois,60609,7735351732,http://www.mcclellanelementary.org,2016,FAR ABOVE AVERAGE,ABOVE AVERAGE,95,91,75,79,WELL ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,8.1,93.4,19.5,NULL,NULL,NULL,NULL,95,41.829993,-87.641103
610062,2017-18,MCCLELLAN,Neighborhood,ES, , , , ,7735351732,http://www.mcclellanelementary.org,2017,FAR ABOVE AVERAGE,ABOVE AVERAGE,90,97,72,84,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,5.8,92.8,14.2,NULL,NULL,NULL,NULL,90.1, , 
610062,2018-19,MCCLELLAN,Neighborhood,ES,3527 S WALLACE ST,Chicago,Illinois,60609,7735351732,https://mcclellanelementary.org,2018,FAR ABOVE AVERAGE,ABOVE AVERAGE,99,80,80,75,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,STRONG,WEAK,0,93.3,10.7,NULL,NULL,NULL,NULL,93.8,41.829993,-87.641103
610063,2015-16,MCCORMICK,Neighborhood,ES,2712 S SAWYER AVE,Chicago,Illinois,60623,7735357252, ,2015,AVERAGE,AVERAGE,34,69,21,44,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,3.8,95.1,17.9,7.9,NULL,NULL,NULL,95,41.842267,-87.7063
610063,2016-17,MCCORMICK,Neighborhood,ES,2712 S SAWYER AVE,Chicago,Illinois,60623,7735357252,http://mccormick.cps.edu,2016,AVERAGE,BELOW AVERAGE,52,48,18,26,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,8.1,93.4,17.9,NULL,NULL,NULL,NULL,95,41.842267,-87.7063
610063,2017-18,MCCORMICK,Neighborhood,ES, , , , ,7735357252,http://mccormick.cps.edu,2017,ABOVE AVERAGE,BELOW AVERAGE,70,50,20,27,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,5.8,92.8,9.1,NULL,NULL,NULL,NULL,90.1, , 
610063,2018-19,MCCORMICK,Neighborhood,ES,2712 S SAWYER AVE,Chicago,Illinois,60623,7735357252,https://mccormick.cps.edu,2018,ABOVE AVERAGE,BELOW AVERAGE,76,61,24,29,WELL ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,0.9,93.3,6.2,NULL,NULL,NULL,NULL,94.3,41.842267,-87.7063
610065,2015-16,TILL,Neighborhood,ES,6543 S CHAMPLAIN AVE,Chicago,Illinois,60637,7735350570, ,2015,ABOVE AVERAGE,FAR BELOW AVERAGE,71,50,3,3,PARTIALLY ORGANIZED,VERY WEAK,NEUTRAL,STRONG,VERY WEAK,VERY WEAK,WEAK,3.8,95.1,38.7,7.9,NULL,NULL,NULL,95,41.775424,-87.609357
610065,2016-17,TILL,Neighborhood,ES,6543 S CHAMPLAIN AVE,Chicago,Illinois,60637,7735350570,http://emmetttillacademy.com/,2016,FAR ABOVE AVERAGE,BELOW AVERAGE,92,94,16,19,ORGANIZED,NEUTRAL,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,38.7,NULL,NULL,NULL,NULL,95,41.775424,-87.609357
610065,2017-18,TILL,Neighborhood,ES, , , , ,7735350570,http://emmetttillacademy.com/,2017,FAR ABOVE AVERAGE,AVERAGE,99,99,34,42,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,5.8,92.8,37.4,NULL,NULL,NULL,NULL,90.1, , 
610065,2018-19,TILL,Neighborhood,ES,6543 S CHAMPLAIN AVE,Chicago,Illinois,60637,7735350570,https://emmetttillacademy.com,2018,FAR ABOVE AVERAGE,AVERAGE,92,99,43,66,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,19,93.3,25.6,NULL,NULL,NULL,NULL,94.6,41.775424,-87.609357
610066,2015-16,MCDADE,Classical,ES,8801 S INDIANA AVE,Chicago,Illinois,60619,7735353669, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,99,94,99,99,WELL ORGANIZED,VERY STRONG,WEAK,STRONG,STRONG,STRONG,NEUTRAL,3.8,95.1,3.2,7.9,NULL,NULL,NULL,95,41.73455,-87.619214
610066,2016-17,MCDADE,Classical,ES,8801 S INDIANA AVE,Chicago,Illinois,60619,7735353669,http://www.mcdadeclassical.org/,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,85,84,99,99,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,3.2,NULL,NULL,NULL,NULL,95,41.73455,-87.619214
610066,2017-18,MCDADE,Classical,ES, , , , ,7735353669,http://www.mcdadeclassical.org/,2017,ABOVE AVERAGE,FAR ABOVE AVERAGE,79,42,99,99,ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,0,NULL,NULL,NULL,NULL,90.1, , 
610066,2018-19,MCDADE,Classical,ES,8801 S INDIANA AVE,Chicago,Illinois,60619,7735353669,https://mcdadeclassical.org,2018,AVERAGE,FAR ABOVE AVERAGE,42,27,99,99,PARTIALLY ORGANIZED,NOT ENOUGH DATA,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,0,93.3,2.1,NULL,NULL,NULL,NULL,94.2,41.73455,-87.619214
610067,2015-16,MCKAY,Neighborhood,ES,6901 S FAIRFIELD AVE,Chicago,Illinois,60629,7735359340, ,2015,AVERAGE,FAR BELOW AVERAGE,25,42,7,7,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,3.8,95.1,30.6,7.9,NULL,NULL,NULL,95,41.768143,-87.691787
610067,2016-17,MCKAY,Neighborhood,ES,6901 S FAIRFIELD AVE,Chicago,Illinois,60629,7735359340,http://www.mckay.cps.edu,2016,ABOVE AVERAGE,BELOW AVERAGE,87,58,21,17,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,8.1,93.4,30.6,NULL,NULL,NULL,NULL,95,41.768143,-87.691787
610067,2017-18,MCKAY,Neighborhood,ES, , , , ,7735359340,https://www.mckayschool.org,2017,AVERAGE,BELOW AVERAGE,50,45,19,15,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,5.8,92.8,26.7,NULL,NULL,NULL,NULL,90.1, , 
610067,2018-19,MCKAY,Neighborhood,ES,6901 S FAIRFIELD AVE,Chicago,Illinois,60629,7735359340,https://mckayschool.org,2018,ABOVE AVERAGE,BELOW AVERAGE,58,70,17,15,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,WEAK,3.4,93.3,23.8,NULL,NULL,NULL,NULL,93.1,41.768143,-87.691787
610068,2015-16,HANSON PARK,Neighborhood,ES,5411 W FULLERTON AVE,Chicago,Illinois,60639,7735343100, ,2015,FAR ABOVE AVERAGE,ABOVE AVERAGE,73,90,44,70,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,3.8,95.1,20.8,7.9,NULL,NULL,NULL,95,41.923955,-87.761515
610068,2016-17,HANSON PARK,Neighborhood,ES,5411 W FULLERTON AVE,Chicago,Illinois,60639,7735343100,http://hanson.cps.edu,2016,ABOVE AVERAGE,AVERAGE,92,68,55,60,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,20.8,NULL,NULL,NULL,NULL,95,41.923955,-87.761515
610068,2017-18,HANSON PARK,Neighborhood,ES, , , , ,7735343100,http://hanson.cps.edu,2017,ABOVE AVERAGE,AVERAGE,71,63,61,66,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,10.4,NULL,NULL,NULL,NULL,90.1, , 
610068,2018-19,HANSON PARK,Neighborhood,ES,5411 W FULLERTON AVE,Chicago,Illinois,60639,7735343100,https://hanson.cps.edu,2018,ABOVE AVERAGE,ABOVE AVERAGE,68,78,60,74,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,0.5,93.3,9.8,NULL,NULL,NULL,NULL,93.4,41.923955,-87.761515
610070,2015-16,MCPHERSON,Neighborhood,ES,4728 N WOLCOTT AVE,Chicago,Illinois,60640,7735342625, ,2015,AVERAGE,AVERAGE,50,44,52,51,ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,STRONG,WEAK,3.8,95.1,12.5,7.9,NULL,NULL,NULL,95,41.967847,-87.676288
610070,2016-17,MCPHERSON,Neighborhood,ES,4728 N WOLCOTT AVE,Chicago,Illinois,60640,7735342625,http://McPherson.cps.edu,2016,ABOVE AVERAGE,AVERAGE,71,57,52,47,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,12.5,NULL,NULL,NULL,NULL,95,41.967847,-87.676288
610070,2017-18,MCPHERSON,Neighborhood,ES, , , , ,7735342625,http://McPherson.cps.edu,2017,AVERAGE,AVERAGE,62,34,55,42,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,5.8,92.8,8,NULL,NULL,NULL,NULL,90.1, , 
610070,2018-19,MCPHERSON,Neighborhood,ES,4728 N WOLCOTT AVE,Chicago,Illinois,60640,7735342625,https://mcpherson.cps.edu,2018,AVERAGE,AVERAGE,64,63,51,50,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,NEUTRAL,1.1,93.3,3.8,NULL,NULL,NULL,NULL,94.5,41.967847,-87.676288
610073,2015-16,MITCHELL,Neighborhood,ES,2233 W OHIO ST,Chicago,Illinois,60612,7735347655, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,95,87,96,93,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,3.8,95.1,9,7.9,NULL,NULL,NULL,95,41.892082,-87.683185
610073,2016-17,MITCHELL,Neighborhood,ES,2233 W OHIO ST,Chicago,Illinois,60612,7735347655,http://www.mitchellschool.org,2016,AVERAGE,ABOVE AVERAGE,54,57,88,79,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,VERY STRONG,STRONG,8.1,93.4,9,NULL,NULL,NULL,NULL,95,41.892082,-87.683185
610073,2017-18,MITCHELL,Neighborhood,ES, , , , ,7735347655,http://www.mitchellschool.org,2017,AVERAGE,ABOVE AVERAGE,62,57,89,78,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,5.8,92.8,4.4,NULL,NULL,NULL,NULL,90.1, , 
610073,2018-19,MITCHELL,Neighborhood,ES,2233 W OHIO ST,Chicago,Illinois,60612,7735347655,https://mitchellschool.org,2018,AVERAGE,ABOVE AVERAGE,36,48,87,78,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,1.3,93.3,4.1,NULL,NULL,NULL,NULL,97.1,41.892082,-87.683185
610074,2015-16,MONROE,Neighborhood,ES,3651 W SCHUBERT AVE,Chicago,Illinois,60647,7735344155, ,2015,AVERAGE,AVERAGE,38,64,33,53,MODERATELY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,NEUTRAL,WEAK,3.8,95.1,15.2,7.9,NULL,NULL,NULL,95,41.929989,-87.719224
610074,2016-17,MONROE,Neighborhood,ES,3651 W SCHUBERT AVE,Chicago,Illinois,60647,7735344155,http://www.jamesmonroeschool.org,2016,AVERAGE,AVERAGE,75,12,43,34,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,15.2,NULL,NULL,NULL,NULL,95,41.929989,-87.719224
610074,2017-18,MONROE,Neighborhood,ES, , , , ,7735344155,http://www.jamesmonroeschool.org,2017,ABOVE AVERAGE,AVERAGE,64,76,48,42,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,5.8,92.8,14.5,NULL,NULL,NULL,NULL,90.1, , 
610074,2018-19,MONROE,Neighborhood,ES,3651 W SCHUBERT AVE,Chicago,Illinois,60647,7735344155,https://jamesmonroeschool.org,2018,AVERAGE,AVERAGE,66,31,51,36,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,STRONG,WEAK,2.6,93.3,10.2,NULL,NULL,NULL,NULL,94.7,41.929989,-87.719224
610076,2015-16,MOOS,Neighborhood,ES,1711 N CALIFORNIA AVE,Chicago,Illinois,60647,7735344340, ,2015,ABOVE AVERAGE,AVERAGE,69,77,45,69,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,STRONG,STRONG,3.8,95.1,24.8,7.9,NULL,NULL,NULL,95,41.912505,-87.696941
610076,2016-17,MOOS,Neighborhood,ES,1711 N CALIFORNIA AVE,Chicago,Illinois,60647,7735344340,http://mooselementary.org/,2016,AVERAGE,AVERAGE,70,39,54,51,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,STRONG,8.1,93.4,24.8,NULL,NULL,NULL,NULL,95,41.912505,-87.696941
610076,2017-18,MOOS,Neighborhood,ES, , , , ,7735344340,http://mooselementary.cps.edu,2017,ABOVE AVERAGE,AVERAGE,66,70,55,56,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,16.5,NULL,NULL,NULL,NULL,90.1, , 
610076,2018-19,MOOS,Neighborhood,ES,1711 N CALIFORNIA AVE,Chicago,Illinois,60647,7735344340,https://mooselementary.org,2018,ABOVE AVERAGE,AVERAGE,71,82,61,68,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,0.4,93.3,13.5,NULL,NULL,NULL,NULL,94.6,41.912505,-87.696941
610077,2015-16,MORRILL,Neighborhood,ES,6011 S ROCKWELL ST,Chicago,Illinois,60629,7735359288, ,2015,ABOVE AVERAGE,AVERAGE,80,67,33,50,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,3.8,95.1,27.4,7.9,NULL,NULL,NULL,95,41.784313,-87.688549
610077,2016-17,MORRILL,Neighborhood,ES,6011 S ROCKWELL ST,Chicago,Illinois,60629,7735359288,http://morrilleagles.org/,2016,AVERAGE,BELOW AVERAGE,60,13,28,27,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,8.1,93.4,27.4,NULL,NULL,NULL,NULL,95,41.784313,-87.688549
610077,2017-18,MORRILL,Neighborhood,ES, , , , ,7735359288,http://morrilleagles.org/,2017,AVERAGE,BELOW AVERAGE,54,37,29,26,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,17.5,NULL,NULL,NULL,NULL,90.1, , 
610077,2018-19,MORRILL,Neighborhood,ES,6011 S ROCKWELL ST,Chicago,Illinois,60629,7735359288,https://morrilleagles.org,2018,BELOW AVERAGE,BELOW AVERAGE,38,15,28,17,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,VERY WEAK,WEAK,VERY WEAK,0,93.3,20.8,NULL,NULL,NULL,NULL,95.9,41.784313,-87.688549
610078,2015-16,INTER-AMERICAN,Magnet,ES,851 W WAVELAND AVE,Chicago,Illinois,60613,7735345490, ,2015,ABOVE AVERAGE,ABOVE AVERAGE,82,78,74,85,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,3.8,95.1,3.2,7.9,NULL,NULL,NULL,95,41.949003,-87.651573
610078,2016-17,INTER-AMERICAN,Magnet,ES,851 W WAVELAND AVE,Chicago,Illinois,60613,7735345490,http://www.iamschicago.com,2016,FAR ABOVE AVERAGE,ABOVE AVERAGE,92,95,72,75,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,STRONG,8.1,93.4,3.2,NULL,NULL,NULL,NULL,95,41.949003,-87.651573
610078,2017-18,INTER-AMERICAN,Magnet,ES, , , , ,7735345490,http://www.iamschicago.com,2017,ABOVE AVERAGE,ABOVE AVERAGE,71,47,75,67,PARTIALLY ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,5.8,92.8,2.2,NULL,NULL,NULL,NULL,90.1, , 
610078,2018-19,INTER-AMERICAN,Magnet,ES,851 W WAVELAND AVE,Chicago,Illinois,60613,7735345490,https://iamschicago.com,2018,FAR ABOVE AVERAGE,ABOVE AVERAGE,83,94,78,70,MODERATELY ORGANIZED,VERY STRONG,WEAK,STRONG,WEAK,NEUTRAL,NEUTRAL,0.3,93.3,2.2,NULL,NULL,NULL,NULL,94.2,41.949003,-87.651573
610081,2015-16,SHERIDAN,Magnet,ES,533 W 27TH ST,Chicago,Illinois,60616,7735349120, ,2015,ABOVE AVERAGE,FAR ABOVE AVERAGE,86,77,98,99,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,3.8,95.1,2.4,7.9,NULL,NULL,NULL,95,41.8444,-87.64134
610081,2016-17,SHERIDAN,Magnet,ES,533 W 27TH ST,Chicago,Illinois,60616,7735349120,http://sheridan.cps.edu/,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,75,60,94,92,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,STRONG,STRONG,8.1,93.4,2.4,NULL,NULL,NULL,NULL,95,41.8444,-87.64134
610081,2017-18,SHERIDAN,Magnet,ES, , , , ,7735349120,http://sheridan.cps.edu,2017,AVERAGE,FAR ABOVE AVERAGE,62,61,94,92,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,5.8,92.8,0.9,NULL,NULL,NULL,NULL,90.1, , 
610081,2018-19,SHERIDAN,Magnet,ES,533 W 27TH ST,Chicago,Illinois,60616,7735349120,http://sheridan.cps.edu,2018,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,86,94,95,95,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,0.5,93.3,1.3,NULL,NULL,NULL,NULL,95.2,41.8444,-87.64134
610082,2015-16,MOUNT GREENWOOD,Neighborhood,ES,10841 S HOMAN AVE,Chicago,Illinois,60655,7735352786, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,89,92,99,99,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,3.8,95.1,3.5,7.9,NULL,NULL,NULL,95,41.695734,-87.70581
610082,2016-17,MOUNT GREENWOOD,Neighborhood,ES,10841 S HOMAN AVE,Chicago,Illinois,60655,7735352786,http://www.mtgreenwood.cps.edu,2016,ABOVE AVERAGE,FAR ABOVE AVERAGE,88,76,98,94,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,8.1,93.4,3.5,NULL,NULL,NULL,NULL,95,41.695734,-87.70581
610082,2017-18,MOUNT GREENWOOD,Neighborhood,ES, , , , ,7735352786,http://www.mtgreenwood.cps.edu,2017,ABOVE AVERAGE,FAR ABOVE AVERAGE,56,75,98,95,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,5.8,92.8,3.2,NULL,NULL,NULL,NULL,90.1, , 
610082,2018-19,MOUNT GREENWOOD,Neighborhood,ES,10841 S HOMAN AVE,Chicago,Illinois,60655,7735352786,https://mtgreenwood.cps.edu,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,79,87,98,97,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,0.4,93.3,1.6,NULL,NULL,NULL,NULL,96.1,41.695734,-87.70581
610083,2015-16,BEARD,Special Education,ES,6445 W STRONG ST,Chicago,Illinois,60656,7735341228, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,3.8,95.1,NULL,7.9,NULL,NULL,NULL,95,41.970125,-87.78963
610083,2016-17,BEARD,Special Education,ES,6445 W STRONG ST,Chicago,Illinois,60656,7735341228,http://www.beard.cps.edu,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,8.1,93.4,NULL,NULL,NULL,NULL,NULL,95,41.970125,-87.78963
610083,2017-18,BEARD,Special Education,ES, , , , ,7735341228,http://www.beard.cps.edu,2017,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,STRONG,NOT ENOUGH DATA,5.8,92.8,NULL,NULL,NULL,NULL,NULL,90.1, , 
610083,2018-19,BEARD,Special Education,ES,6445 W STRONG ST,Chicago,Illinois,60656,7735341228,https://beard.cps.edu,2018,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NULL,93.3,8.5,NULL,NULL,NULL,NULL,94.9,41.970125,-87.78963
610084,2015-16,KELLER,Regional gifted center,ES,3020 W 108TH ST,Chicago,Illinois,60655,7735352636, ,2015,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,95,91,99,99,ORGANIZED,VERY STRONG,WEAK,NEUTRAL,STRONG,NEUTRAL,VERY STRONG,3.8,95.1,3.7,7.9,NULL,NULL,NULL,95,41.69717,-87.697278
610084,2016-17,KELLER,Regional gifted center,ES,3020 W 108TH ST,Chicago,Illinois,60655,7735352636,http://www.keller.cps.edu,2016,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,85,95,99,99,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,8.1,93.4,3.7,NULL,NULL,NULL,NULL,95,41.69717,-87.697278
610084,2017-18,KELLER,Regional gifted center,ES, , , , ,7735352636,http://www.keller.cps.edu,2017,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,86,99,99,99,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,5.8,92.8,0.4,NULL,NULL,NULL,NULL,90.1, , 
610084,2018-19,KELLER,Regional gifted center,ES,3020 W 108TH ST,Chicago,Illinois,60655,7735352636,https://keller.cps.edu,2018,ABOVE AVERAGE,FAR ABOVE AVERAGE,78,85,99,99,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,0,93.3,0.8,NULL,NULL,NULL,NULL,95,41.69717,-87.697278
610086,2015-16,MOUNT VERNON,Neighborhood,ES,10540 S MORGAN ST,Chicago,Illinois,60643,7735352825, ,2015,ABOVE AVERAGE,AVERAGE,48,77,43,31,MODERATELY ORGANIZED,WEAK,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,36.7,7.9,NULL,NULL,NULL,95,41.701952,-87.647652
610086,2016-17,MOUNT VERNON,Neighborhood,ES,10540 S MORGAN ST,Chicago,Illinois,60643,7735352825,http://mtvernon.cps.edu/,2016,ABOVE AVERAGE,BELOW AVERAGE,64,88,30,38,WELL ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,STRONG,STRONG,WEAK,8.1,93.4,36.7,NULL,NULL,NULL,NULL,95,41.701952,-87.647652
610086,2017-18,MOUNT VERNON,Neighborhood,ES, , , , ,7735352825,http://mtvernon.cps.edu/,2017,ABOVE AVERAGE,BELOW AVERAGE,76,57,31,31,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,WEAK,5.8,92.8,13,NULL,NULL,NULL,NULL,90.1, , 
610086,2018-19,MOUNT VERNON,Neighborhood,ES,10540 S MORGAN ST,Chicago,Illinois,60643,7735352825,https://mtvernon.cps.edu,2018,AVERAGE,BELOW AVERAGE,50,57,22,25,ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,5.5,93.3,18.2,NULL,NULL,NULL,NULL,95.4,41.701952,-87.647652
